Magister_Dixit_151,http://resolver.libis.be/IE4987988/representation,Metaphysica. Physica,"Faculty of Arts, Paedagogium Lilii"
Magister_Dixit_152,http://resolver.libis.be/IE4996461/representation,Physica,"Faculty of Arts, Paedagogium Lilii"
Magister_Dixit_153,http://resolver.libis.be/IE4990089/representation,Physica,"Faculty of Arts, Paedagogium Lilii"
Magister_Dixit_351,http://resolver.libis.be/IE9503897/representation,Logica,"Faculty of Arts, Paedagogium Lilii"
